reviewer_id,rating,title,text,date,review_url
330,5,"Alles so, wie es sein sollte; Note1A","ich muss nun den Rechtsschutz der OeRAG in Anspruch nehmen. Aufgrund der negativen Bewertungen war ich etwas skeptisch; ich wurde jedoch sehr angenehm ueberrascht.Die telefonische Erreichbarkeit war topp. Auf Anraten des Mitarbeiters der OeRAG, erfolgte umgehend eine telefonische Beratung durch einen Anwalt. Fazit des Gespraeches war, das ich Rechtschutz beantragen soll, damit ich mit dem Rechtsanwalt meines Vertrauens das weitere Vorgehen abstimme.Der Rechtschutz wurde mir seitens der OeRAG ohne wenn und aber gewaehrt; eine entsprechende Zusage erfolgte zeitnah per Mail.Besser geht es nimmer!Daher eine ganz klare Empfehlung meinerseits.",2021-10-04,https://de.trustpilot.com/reviews/615ad8b21a17d94a4006649a
331,2,Ich hatte einen Rechtsstreit mit meinem…,"Ich hatte einen Rechtsstreit mit meinem Arbeitgeber, den ich vor Gericht gewann. Ich selber hatte 2/3 der Kosten zu tragen. Die Endrechnung vom Gericht habe ich versucht online, bei Oerag einzureichen. 2 x! Ich wurde gebeten eine lesbare Kopie einzureichen obwohl ich 2 x einen sauberen, klar lesbaren Scan eingesendet hatte! 2 x eine Standard Kundencenter Rueckmeldung, jeweils im Verzug von ueber einem Monat! Dann sendete ich das Original ein, dieses ist seit 2 Monaten verschollen. D.h. keine Zahlung, keine Rueckmeldung und jetzt ist das Original in den Untiefen des Versicherers verschwunden. Hat das System? Einen Kunden so lange hol laufen zu lassen und das Original einzufordern um dann nicht leisten zu muessen. Ich kuendige heute, wie die guten Bewertungen zustanden kommen, kann ich nicht verstehen. Man hoert oft, dass die Versicherer so arbeiten um moeglichst wenig zu zahlen......... schade!",2021-09-29,https://de.trustpilot.com/reviews/61543738215cfcced27328ba
332,1,OeRAG.. NIE WIEDER UND DANKE FUeR NICHTS,"Wenn es eine Moeglichkeit gaebe der OeRAG Minussterne zu vergeben dann waeren es mindestens Fuenf Sterne NEGATIV betrachtet. Man bezahlt seine recht hohen Beitraege jaehrlich, puenktlich und dann nach mehr als 10Jahren wenn man einen Fall hat wo man Beistand seitens der Versicherung benoetigt wird diese einem verwehrt mit angaben von Paragraphen und anderen fadenscheinigen Begruendungen. Es ist wie es ist, Versicherungen sind beim Geld eintreiben die ersten und beim bezahlen die ALLERLETZTEN. Man moege diese Paragraphenreiter die da hinter den Kulissen sitzen mit Missachtung und Ablehnung strafen so wie sie es auch mit den Versicherungsnehmern machen.",2021-09-28,https://de.trustpilot.com/reviews/6152f0a0215cfcced2723230
333,1,Kein Service,"Kein Service, kein Anstand, man kann sein Geld auch einfach in de Gulli schmeissen",2021-09-10,https://de.trustpilot.com/reviews/613b283f6223e22118ac7109
334,1,Schlechter Service,1. Rechtsberatung leider nur telefonisch moeglich2. Antwortet nicht auf E-Mails3. Unfreundliche HotlineIch werde diese Versicherung definitiv wieder kuendigen.,2021-09-02,https://de.trustpilot.com/reviews/61308ef79c391649d8500473
335,1,Beitraege jahrelang kassieren & nun wird man mit fadenscheinigen Argumenten im Regen stehen gelassen,"Leider zahlt man ueber viele Jahre die Beitraege, nimmt keine Leistungen in Anspruch , um dann zu erfahren dass - wenn man eine anwaltliche Beratung braucht - man im Regen stehen gelassen wird :-(((( serioes geht anders !!! Telefonische Nachfrage unerquicklich weil auf Argumente nicht eingegangen wird ! Enttaeuschend auf ganzer Linie & Beschwerde an die Geschaeftsfuehrung folgt",2021-08-17,https://de.trustpilot.com/reviews/611c13bb9a633a1e921ae73c
336,5,Ich verstehe die Negativen Bewertungen…,"Ich verstehe die Negativen Bewertungen nicht,Oerag ist ein Rechtschutzversicherung die keinen auf dem Wege stehen laesst.Ich kann es mit guten Willen bestaetigen und auch oerag auf jeden Fall weiter empfehlen.Vielen Dank an Oerag der mich bei jedem Fall unterstuetzt hat und nicht im Stich gelassen hat.",2021-07-24,https://de.trustpilot.com/reviews/60fc6ca9f9f487044c47821a
337,2,Wozu benoetige Ich eine Rechtsschutzversicherung wenn Ich im Schadensfall fristgemaess gekuendigt werde,"Einwenig moechte ich fair bleiben,2 Jahre ohne Schadensmeldung. Beitrag puenktlich beglichen.Aufgrund zweier in Unabhaengigkeit von einander gemeldeter Widersprueche (eigenanteil je 300 Euro, da eigener Anwalt in der Naehe) im Zeitraum von 4 MonatenWurden zwar Kostenzusagen bis zum Ende der laufenden Schaeden getroffen,Vertragskuendigung Aufgrund Interner Regelabsprachen.Zwar vertragsgemaess nach AGB... Aber fristgemaess weil die zu erwartende Schadenshoehe der Oerag zu viel ist.Nun neuen Rechtsbeistand zu bekommen, sprich neue Privatrechtsschutz fast unmoeglich. Neue Versicherer lehnen dankend ab (da Schaeden in den letzten 5 Jahren vorliegen)Herzlichen Dank",2021-07-09,https://de.trustpilot.com/reviews/60e86e31f9f48702a89553db
338,1,Soforthilfe absolut unkompetent,"Soforthilfe absolut unkompetent. Das kleingedruckte gut lesen, wenn es um einen Schadenfall geht ist man selbst Schuld. Die Aussage das ist leider nicht versichert scheint fast Standard zu sein, deshalb Augen auf. Tja Kunden verloren wuerde ich sagen",2021-06-25,https://de.trustpilot.com/reviews/60d55617f9f4870470e18ca6
339,1,Die schlechteste…,"Die schlechteste Rechtschutzversicherung auf dem Markt. Leere Versprechungen, keine Zahlbereitschaft, viele Ausnahmen Kleingedruckt in den AGBs.Man muss vor dieser Versicherung warnen!",2021-06-23,https://de.trustpilot.com/reviews/60d33db7f9f4870470dff8e7
340,2,Nach 10 Jahren Mitgliedschaft und…,"Nachtrag Oktober 2024. Leider hatte ich zwei Schaeden (eigentlich ist es einer) im Arbeitsrecht. Aufhebungsvertrag mit anschliessender Klage wurde vom Versicherer gleich genutzt um den Vertrag zu kuendigen. Trotz meiner Einwaende musste ein Schlichtungsverfahren eingeleitet werden.Nach 10 Jahren Mitgliedschaft und einigen gemeldeten Faellen kann ich nichts negatives berichten.Zu Beginn hatte ich leider einen schweren Autounfall der von der Oerag anstandslos uebernommen worden ist. Danach kamen einige andere Faelle aus den unterschiedlichsten Bereichen dazu - Rentenversicherung, noch mehr Verkehrsfaelle, Schadenersatz, etc.90% der Faelle wurden uebernommen. Hier muss man anmerken, dass bei einem Fall ganz klar keine Deckung bestand laut AGB.Auch habe ich die telefonische Beratung mehrmals in Anspruch genommen wo mir gut weitergeholfen worden ist.",2021-06-17,https://de.trustpilot.com/reviews/60cafd4af9f4870a44d713b0
341,1,Was fuer ein Saftladen,Was fuer ein Saftladen!hatte uebersehen eine Rechnung zu zahlen und nach 10 Tagen Inkasso Schreiben mit ueberteuerten Gebuehren erhalten. Also wo gibt es das den??? Jahrelang gezahlt ohne irg.welche Verzoegerungen und dann das!Werde die Versicherung sofort kuendigen!!!,2021-05-31,https://de.trustpilot.com/reviews/60b4b4eaf9f4870b70130067
342,1,Warnung vor diesem Schrottverein!!!,"Problem Nummer 1: unfreundliche Hotline!Problem Nummer 2: antworten entweder gar nicht auf Emails oder erst nach Wartezeit von 3 Monaten oder mehr.Problem Nummer 3: Wenn man nur eine Anfrage sendet, ob ein bestimmter Rechtsfall im Vertrag eingeschlossen ist, wird dies bereits als Schadensfall registriert. Und dies, obgleich gar kein Schaden gemeldet und auch keine Leistung in Anspruch genommen wurde. Auch Anfragen, die sich auf eine Erweiterung des Versicherungsschutzes beziehen, werden als Schadensfall registriert. Kommt dann noch ein Schadensfall, der 4 Jahre zurueck liegt, hinzu, wird man wegen Haeufung von Schadensfaellen rausgeschmissen.",2021-05-26,https://de.trustpilot.com/reviews/60ae0bc1f9f4870a94ad5564
343,1,Ich kann mich nur den Bewertungen…,"Ich kann mich nur den Bewertungen meiner Vorgaenger anschliessen. Ich hatte 2 Faelle gemeldet und prombt, wie schon mehrfach geschildert, keine Kostenuebernahme. Ich haette niemals erwartet, das eine Rechtsschutzversicherung seine Kunden so haengen laesst und Zahlungen verweigert. Dieses Vorgehen gehoert eigentlich angezeigt und verboten. Wofuer benoetigt man eine Versicherung die nicht zahlt. Das kann bei diesen vielen Erfahrungen nur Masche sein. Naja, jetzt sitze ich auf hohen Kosten fuer Anwalt und Gericht. Versicherung ist gekuendigt. Augen auf bevor es zu spaet ist. Nicht von dem bunten Internetauftritt mit lachenden Gesichtern blenden lassen. Der einzigen der (aus)lacht ist die OeRAG-Versicherung.",2021-05-14,https://de.trustpilot.com/reviews/609e8a70f9f4870b70038bd9
344,1,Ein voellig a-personales ausschliesslich…,Ein voellig a-personales ausschliesslich am Profit orientiertes Unternehmen,2021-04-22,https://de.trustpilot.com/reviews/60819c68f9f487093ccba6f3
345,1,Einmal gebraucht schon gekuendigt,"Jahrelang eingezahlt. Erste mal on Anspruch genommen und man wird gleich gekuendigt. Weil der Betrag zu hoch waere, im Vergleich zu den bisher eingezahlten Beitraegen. Ich kann nur abraten",2021-04-08,https://de.trustpilot.com/reviews/606ef8b2f85d7508704fbb39
346,1,Ganz schlechte Leistungen,"Ganz schlechte Leistungen! Jahrelang gezahlt, dann einmal in Anspruch genommen und sofort die Kuendigung bekommen! Es wurde zwar bezahlt,allerdings nicht die volle Summe! Nachdem ich recherchiert habe, ist das wohl gaengige Praxis der Oerag. Absolut nicht weiterzuempfehlen!",2021-04-06,https://de.trustpilot.com/reviews/606c9b72f85d7508704bbb04
347,1,Keine wirkliche Hilfe,"Als ein Rechtsfall eintrat, hat die Versicherung den Vertrag von ihrer Seite aus gekuendigt. Anschliessend kam sogar noch eine Praemiennachforderung. Unglaublich! Wozu schliesse ich denn eine Versicherung ab, wenn sie sich dann nach dem ersten Rechtsfall aus der Affaere zieht? Finger weg von dieser Versicherung!",2021-03-11,https://de.trustpilot.com/reviews/6049e927f85d75064c3e2f96
348,1,Sehr schlechte Versicherung nie wieder,No review text provided.,2021-02-26,https://de.trustpilot.com/reviews/60388318f85d750b98a1205c
349,1,Unfreundliche Mitarbeiterin,Unfreundliche MitarbeiterinKein Hilfe nichts,2021-02-11,https://de.trustpilot.com/reviews/6024f7da679d9708b4d27dd4
350,1,Keinerlei Rechtsberatung nur Abzocke!,"Kundenunfreundlich, arrogante Mitarbeiter die einem ueber den Mund fahren... Endlose Diskussionen, dass ein Rechtsschutzfall nur eintritt, wenn es fuer den Versicherer schon zu spaet ist.. D. h. Auf den Kosten fuer die angebliche kostenfreieErstberatung bleibt man auch sitzen.. Nach 4 Jahren Beitragszahlung ohne Inanspruchnahme eine Frechheit und reine Abzocke.. Absolut nicht empfehlenswert..",2021-02-03,https://de.trustpilot.com/reviews/601ac534679d9701d081e448
351,1,Ein Stern ist noch zu viel.,"Ein Stern ist noch zu viel.Nach 19 Jahren Beitragszahlung kam ein Streitfall. Der prompt nicht uebernommen wurde, weil angeblich vor 6 Jahren die AGB geaendert wurde und mein Fall jetzt nicht mehr damit abgesichert ist. Toll, so eine Versicherung wuensch man sich. Kann nur jedem raten, Finger weg. Die finden immer eine Ausrede um nicht zahlen zu muessen.",2021-01-28,https://de.trustpilot.com/reviews/6012fc0b679d9701d07bb733
352,1,Dieser Laden ist ein einziger Witz.,"Dieser Laden ist ein einziger Witz.Schicken Inkassobriefe ohne vorherige Zahlungsaufvorderung oder Mahnung und stornieren ungefragt Vertraege.Spart euch Zeit, Geld und Nerven und sucht euch lieber einen professionellen Versicherer.Von unfreundlichen und vorwurfsvollen Mitarbeitern will ich hier erst gar nicht anfangen, wuerde den Rahmen dieser Rezension sprengen.",2021-01-27,https://de.trustpilot.com/reviews/60114e29679d9701d079f8b7
353,1,Finger weg!,"Finger weg!Lassen Sie sich nicht von Ihrem Agenten einlullen. Wenn man tatsaechlich die Versicherung braucht, zahlen die nicht und der Service am Telefon ist auch unterirdisch. Dabei habe ich diese Versicherung bis dato noch nicht mal in Anspruch genommen (ueber ein Jahr als Kundin) und gleich beim ersten ueberschaubaren Fall (Anwaltskosten unter 1000 Euro) wird wegen angeblicher verspaeteter Zahlung (die aber witzigerweise durch einen internen Fehler ausgeloest wurde), nicht uebernommen.Von daher nicht zu empfehlen.",2021-01-11,https://de.trustpilot.com/reviews/5ffc271d755dc107e0dd55cc
354,1,zahlen einfach nicht !!!,"Stellen Sie sich vor Sie haben eine Privat-RS und vereinbaren den Baustein ""Eigentuemer"" zusaetzlich. Dann haben Sie eine Rechtstreit mit einem Handwerker und OeRAG(Vers.Nr. 840-4522326) uebernimmt einfach nicht. Auf dem Briefpapier wird auch schoen mit ""Versicherungskammer Bayern, Muenchen"" geworben.""Die OeRAG Rechtsschutzversicherungs-AG ist ein gemeinsames Unternehmen der Gruppe oeffentlicher Versicherer und somit Teil der Sparkassen-Finanzgruppe.""",2021-01-03,https://de.trustpilot.com/reviews/5ff190ec755dc107e0d59644
355,1,Vertrauensbruechig,"Wenn man die Oerag in Anspruch nimmt, versuchen die einem den Vertrag zu kuendigen. Sie scheuen auch nicht vor fadenscheinigen Falschbehauptungen zurueck, um aus dem Vertrag zu kommen, wohl wissend, dass im Streitfall Aussage gegen Aussage steht, und man denen wahrscheinlich keine Luegen beweisen kann. Tja einmal gekuendigt, bekommt man dann auch anderswo keine Rechtschutzversicherung mehr. Nach dem Grund fragt da niemand. Ich rate ab von denen, besser einen vertrauenswuerdigen Anbieter suchen.",2020-12-15,https://de.trustpilot.com/reviews/5fd88f02755dc107e0c38f79
356,1,Leider ziemlich ignorant bei Problemen,"Ich bekomme seit einigen Wochen staendig Briefe, adressiert an meine Ex-Frau (bereits vor 7 Jahren ausgezogen!!!), habe sie mehrfach mit dem Vermerk ""unbekannt verzogen"" zurueck geschickt, auch eine Kontaktaufnahme diesbezueglich ueber deren Kontaktformular auf der Homepage probiert, natuerlich keine Rueckmeldung...wer Infos wegen einer neuen Adresse halt nicht moechte, hat am Ende halt viel Arbeit face with rolling eyes",2020-11-25,https://de.trustpilot.com/reviews/5fbe4cdd5e693f08f009d868
357,1,Verbrecherverein,"Mir wurde die Versicherung 2012 aufgeschwatzt mit der Garantie, das ich durchgaengig weiterversichert bin auch fuer alte Vertraege. Nachdem ich drei Jahre ohne einen Fall, die Versicherung in Anspruch nehmen wollte, hiess es von der Oerag, da ist der Vorversicherer zustaendig. Der Vorversicherer hat abgelehnt, weil er nach drei Jahren nicht mehr zustaendig ist, also keine Uebernahme weder von dem einen noch von der Oerag. Kurze Zeit spaeter gab es in einer anderen Sache wieder eine Ablehnung. Vor ein Paar Wochen, neuer Fall, wieder eine Ablehnung alte Begruendung, der Vertrag wurde vor Versicherungsbeginn abgeschlossen, auch wenn der Streit jetzt also im Sommer 2020 entstanden ist. Wenn ihr mit guenstigem Angebot von der Oerag gelockt werdet, ueberlegt es euch gut denn versichert ist man dann nicht mehr in allen, vor allem aelteren Vertraegen nicht mehr.",2020-11-11,https://de.trustpilot.com/reviews/5fabcea25e693f0acce589ed
358,1,Mieserabel,"Mieserabel, unfassbar, enttaeuschend, das sind die einzigen Attribute die mir noch zu Oerag einfallen. Wir haben die Rechtsschutzversicherung beim Bau unseres Hauses abgeschlossen. Bei auftretenden Problemen mit Dienstleistungen und anschliessenden Rechtsstreits wurde uns nicht geholfen, es wurde uns ferner unterstellt, falsche Angaben bezueglich des Datums gemacht zu haben, weswegen wir jetzt im Rechtsstreit mit der Oerag sind. Lasst bloss die Finger davon, verbrecherischer Verein!!!",2020-10-23,https://de.trustpilot.com/reviews/5f92eab2798e6f0aa0acc253
359,5,Top !,"Bisher nur gute Erfahrungen mit der OeRAG gemacht. Sehr nette Mitarbeiter, hilfsbereit und kompetent. Ich kann die schlechten Bewertungen nicht nachvollziehen.",2020-10-16,https://de.trustpilot.com/reviews/5f89a3a8798e6f0bcc4735b1
360,1,Ich WAR 3 Jahre Kunde bei dem Laden,"Ich war 3 Jahre Kunde bei dem Laden, habe sie nie gebraucht und jetzt wo ich sie einmal gebraucht habe merke ich das sie nichts weiter wollen ausser das Leute einen Beitrag Zahlen.Das einzigste was sie gut koennen ist Sprueche Klopfen und Kunden Verlieren.Trotz Bestaetigten Versicherungsfall wollen sie nicht Zahlen!Kuendigung ist Raus!",2020-10-05,https://de.trustpilot.com/reviews/5f7b0689798e6f08d4ff4424
361,1,So wird man Kunden auch los...,"Adressaenderung (per Post beauftragt) wurde von der Versicherung nicht bearbeitet. In Folge dessen wurde die Beitragsrechnung nicht an mich zugestellt. Die Rechnung konnte entsprechend nicht bezahlt werden. Folgende Mahnungen wurden entsprechend auch nicht zugestellt. Konsequenz: Abgabe ans Inkasso mit Gebuehren i.H.v. 100% des Jahresbeitrags der Versicherungspraemie sowie Kuendigung des Vertrags durch die ORAG.Ganz klar, keine Empfehlung fuer diese Versicherungsgesellschaft.",2020-07-31,https://de.trustpilot.com/reviews/5f23c93f1a5a690a041c4ef8
362,1,"Vorsicht, die wollen nur deine Beitragszahlung","Vorsicht, schlechte Beratung. In meinem Fall habe ich einen Rechtschutzschaden im Ausland, Deckung wurde zugesagt und ein Anwalt empfohlen. Der Anwalt hat den Sachverhalt zuerst mehrere Wochen verschleppt danach hat er das Mandat niedergelegt wegen Interessenkonflikt mit der Gegenpartei. Oerag hat empfohlen den ADAC hinzu zu ziehen, aber hat sonst nichts unternommen. Kuendigung ist nun schon 6 Wochen her, keine Reaktion von der Oerag. Eine sehr schlechte Versicherung mit einem noch sehr viel schlechteren Service. Mein Schaden am Fz, mehr als 5.000€ hat die Oerag nicht besonders tangiert. Ein anderer Rechtsanwalt den ich selbst gesucht und gefunden habe, hat mir nach Pruefung des Sachverhaltes kurz und schluessig erklaert, dass ich eine Regulierung so spaet "" da verschleppt und die Beweislage daher nicht mehr eindeutig"" vergessen kann. Danke Oerag!!! Nun warte ich auf die Kuendigungsbestaetigung, damit ich zum ADAC wechseln kann. ADAC wurde von Oerag ja auch empfohlen.",2020-07-09,https://de.trustpilot.com/reviews/5f075daf3f06f20a9c996814
363,1,Sehr unfreundlich! Nicht empfehlenswert!,"Bin seit 6 Jahren Kunde bei der OeRAG! Hatte einige Fragen zum Thema Beruf. Nach einem Telefonat mit der "" netten "" Anwaeltin habe ich mir gedacht: Muss man hier Freundlichkeit extra bezahlen??? Man faellt einem staendig ins Wort, ist unfreundlich, eingebildet und kann einem nicht im geringsten weiterhelfen!!!",2020-07-09,https://de.trustpilot.com/reviews/5f06da423f06f202a4591a06
364,1,Es ist schwierig zu kuendigen,"Es ist schwierig zu kuendigen. Bei unserer Vermieterrechtschutzversicherung wurde die Kuendigung nicht anerkannt obwohl der Versicherungsgrund entfallen ist ( keine Vermietung mehr). Wir waren kurz nach der Kuendigungsfrist, es gab keine Kulanz oder Interesse an einer Klaerung. Jetzt sollen wir ein volles Jahr weiter zahlen obwohl es keine Vermietung mehr gibt. Eine KFZ Versicherung brauche ich doch auch nicht zahlen wenn ich kein Auto mehr habe.Wir werden unsere anderen Versicherung kuendigen. Kunden brauchen sich nicht alles gefallen zu lassen.Einen Versicherungsfall hatten wir nicht, wir haben aber jetzt auch kein Vertrauen mehr an eine zufriedenstellende Bearbeitung, deshalb ist eine Kuendigung der einzige Weg.",2020-06-06,https://de.trustpilot.com/reviews/5edbb4d725e5d209b8fe985d
